,خالق,صانع
وقطر,0.6004974395036697,0.7040680199861526
ندرك,0.6004894574483236,0.6881742676099142
سيده,0.6004868894815445,0.680975005030632
سوالف,0.6004829539193047,0.6625072558720907
مسكين,0.6004792153835297,0.7113341093063354
الثقيل,0.6004673123359681,0.6958499789237976
كوري,0.600441962480545,0.6558686792850494
تخزين,0.6004259586334229,0.6798603534698486
##لعة,0.6004053751627604,0.6637102365493774
العادل,0.6003970305124918,0.6512260437011719
بالأمر,0.6003954807917277,0.6998481551806132
الاجتماعية,0.6003919839859009,0.7223376035690308
لمحا,0.6003506183624268,0.70501708984375
غانم,0.6003416379292806,0.676834225654602
بصدري,0.6003342270851135,0.6994717717170715
آية,0.6003086241808805,0.6825982494787737
وليست,0.6003014842669169,0.6877800126870474
والناس,0.6002460360527039,0.6928345084190368
تعيد,0.6002245843410492,0.623420923948288
ولكنني,0.6002119043294121,0.6758627470801858
الفار,0.6001471281051636,0.6991689205169678
السبل,0.6001403331756592,0.6932697892189026
##لونا,0.6001109480857849,0.6904154419898987
كبري,0.600051999092102,0.644241452217102
##جزر,0.6000467538833618,0.7182245850563049
صدورنا,0.600039521853129,0.6737268765767416
الطار,0.6000280380249023,0.7006264925003052
##طين,0.5999922752380371,0.7079096436500549
الصاحب,0.5999743342399597,0.6770592927932739
ملاك,0.5999594330787659,0.6488102078437805
والشعر,0.5999463796615601,0.6588764935731888
##ظبي,0.5999302864074707,0.6546039581298828
##ادية,0.5999234020709991,0.62063267827034
ثانيا,0.5999213457107544,0.6931422452131907
##زلة,0.5999114257948739,0.6518789444650922
للعين,0.5999107211828232,0.6810939610004425
حرصا,0.5998966693878174,0.6807880401611328
قوى,0.5998796373605728,0.6732554137706757
ابتكار,0.5998728275299072,0.6746174693107605
جديد,0.5998597970375648,0.6646346220603356
سباق,0.599832313756148,0.679790253440539
سرد,0.5998294353485107,0.7101472616195679
حديقة,0.5998273690541586,0.6668208638827006
متفر,0.5998155772686005,0.6804355382919312
دائم,0.5998009443283081,0.6602274427811304
سابقا,0.599777102470398,0.6597263216972351
قوائم,0.599755585193634,0.6744202843734196
ادور,0.599748969078064,0.7196125388145447
المعاني,0.5996675193309784,0.6221087276935577
مجهولة,0.599601435661316,0.6801887035369873
رخصة,0.5995643734931946,0.6958049535751343
بصدق,0.5995091001192728,0.6695736845334371
##الية,0.5995005071163177,0.6477992832660675
سهيل,0.5994946658611298,0.6732736229896545
شفاه,0.5994865745306015,0.7013503760099411
الصفر,0.5994536876678467,0.7002718448638916
##كاليف,0.5994409322738647,0.6990379293759664
##ائده,0.5994344115257263,0.6381950378417969
الثورة,0.5994218289852142,0.6848085522651672
تراها,0.5993853715749887,0.6896170606979957
فسوف,0.5993644509996686,0.7019306761877877
الكبرى,0.59933802485466,0.7192985117435455
الشخص,0.5992870330810547,0.6976581811904907
ديوان,0.5992853471211025,0.6834267973899841
راج,0.5992674946784973,0.6858050227165222
وصالح,0.5992493629455566,0.6630028486251831
نعمة,0.5991956358370574,0.6609359979629517
ساحة,0.5991792976856232,0.6749515652656555
أربعة,0.5991737842559814,0.6502485672632853
خالد,0.5991490380517368,0.6549949008842995
خرجوا,0.5991270542144775,0.6533419489860535
الصورة,0.5990821719169617,0.658980131149292
ورب,0.5990734987788731,0.6354259954558479
##حتهم,0.5990455150604248,0.6170392036437988
والحلول,0.5990139643351237,0.7160327037175497
تسوي,0.598994642496109,0.6791799068450928
مقعدا,0.5989323854446411,0.6644795894622803
يؤكد,0.5988767743110657,0.5858287215232849
يضح,0.5988581776618958,0.6907708048820496
واختلف,0.5988499745726585,0.6519369930028915
مقطع,0.5988471408685049,0.6884751915931702
الخطر,0.5988278388977051,0.6871964931488037
قطب,0.5988226135571798,0.6577259302139282
جنات,0.5988075137138367,0.6954821149508158
ينتهي,0.5987895429134369,0.7176047265529633
##ياض,0.5987438261508942,0.6923817694187164
والمخ,0.5987007468938828,0.6802410632371902
داني,0.5986725389957428,0.6857748457363674
سلبا,0.598667323589325,0.6517508625984192
صرنا,0.5985997915267944,0.663080096244812
روحي,0.5985941737890244,0.6459159404039383
سيد,0.5985861382423303,0.6380389775985327
يعرفون,0.5985759794712067,0.6716464459896088
ديني,0.5985610485076904,0.6548293828964233
حكمه,0.5985608696937561,0.7328941822052002
##رقم,0.5985390543937683,0.6610734462738037
قير,0.5985016822814941,0.6823556423187256
العقرب,0.5985011458396912,0.6515320539474487
##احبه,0.5984997749328613,0.6638461470603942
ماس,0.5984751582145691,0.6926839351654053
يعاني,0.5984639525413513,0.6813992857933044
والقلب,0.5984606444835663,0.675799161195755
##جيني,0.5984604001045227,0.6410164952278137
بجانب,0.5984575640071522,0.6909699765118685
ثلاث,0.5984568269923329,0.6491997437551618
مجهول,0.5984546012348599,0.6791788736979166
عنيف,0.598451554775238,0.7094695568084717
البسيط,0.5984501327787127,0.7011809136186328
تهون,0.5984025001525879,0.6884318590164185
عمق,0.5983930826187134,0.6877318024635315
##فضله,0.5983697175979614,0.7134060859680176
وخر,0.5983199721032922,0.6776116165247831
فاجعل,0.598193347454071,0.700702965259552
الصحيحة,0.5981743931770325,0.7091777324676514
تقدمه,0.5981379449367523,0.7133390426635742
تتحول,0.5981248617172241,0.7023789882659912
دينهم,0.5981122255325317,0.6639766097068787
أدت,0.5980979402860006,0.6587619185447693
للحرب,0.5980904505533331,0.6612344156293308
سواء,0.5980823129415512,0.6769371062517167
##قيقي,0.5980696082115173,0.6648380756378174
يسعدني,0.5980526606241862,0.6838946342468262
ماض,0.5979857295751572,0.6936062648892403
موقفا,0.5979396104812622,0.6819304347038269
السابقين,0.5979196429252625,0.677221953868866
وجمال,0.5978831052780151,0.648979514837265
يشارك,0.5978676080703735,0.6984803080558777
العامة,0.5977990031242371,0.6232905387878418
والمال,0.5977667818466822,0.6647096127271652
أسرع,0.597716900435361,0.6741081530397589
ينطق,0.5977063536643982,0.6516825556755066
أودي,0.5976940194765726,0.6865556637446085
قويا,0.5976902842521667,0.6933932304382324
إير,0.5976899862289429,0.7136180251836777
##حكم,0.5976544618606567,0.6716065108776093
حضره,0.5976402858893076,0.7005793551603953
معمر,0.5976402163505554,0.6454257965087891
أريحا,0.5976347327232361,0.6580735445022583
التصوير,0.5976334810256958,0.6579398214817047
ويرجع,0.5976306647062302,0.6965247988700867
##طالب,0.5976055860519409,0.640407145023346
الغير,0.5975982546806335,0.6990681886672974
يذكر,0.5975943389146224,0.6720012944677601
رئيس,0.5975886483987173,0.6719490786393484
خدم,0.5975193977355957,0.6499836047490438
خبير,0.5975173612435659,0.7085354526837667
بذكرى,0.5974937081336975,0.6669114232063293
قوت,0.5974854528903961,0.654080793261528
##شط,0.5974740982055664,0.6528581380844116
تروي,0.5974631607532501,0.7155935168266296
جمالا,0.5974497965403965,0.6898782338414874
بالغة,0.5974402825037638,0.6990572214126587
نبات,0.5973711013793945,0.6719663313456944
للنه,0.5973594188690186,0.6848015785217285
بينها,0.5973393321037292,0.6683003983714364
طريق,0.5973148879251982,0.6640253506208721
طويل,0.5972911847443,0.6840047054756679
ربهم,0.5972098708152771,0.6594947576522827
حوادث,0.5971788763999939,0.6851263344287872
ثمانية,0.5971440821886063,0.6978310942649841
المجلس,0.5971437266894749,0.6950478213174003
سلس,0.5971402764320374,0.6656091451644898
المقبل,0.5971201807260513,0.702208548784256
مطلق,0.5970033407211304,0.6523292064666748
بذات,0.5970029272139072,0.6851335659623146
مثلث,0.5969440937042236,0.6861700117588043
##جية,0.5969330370426178,0.6398737132549286
هذه,0.5968381588275616,0.6251553796804868
الباري,0.5968264937400818,0.6254114508628845
##برات,0.5967787206172943,0.6916739642620087
زوجها,0.596747875213623,0.6958403587341309
##لومة,0.5967066884040833,0.659833550453186
##فتر,0.5966836214065552,0.6633571982383728
الجدار,0.5966601371765137,0.7100602984428406
مغامرات,0.5966455936431885,0.6910597085952759
لوت,0.5966440439224243,0.680009126663208
شرط,0.5966102659702301,0.6630176424980163
جبار,0.5966095503638772,0.681887034107657
تنتظر,0.5965855419635773,0.6882412880659103
وحده,0.5965717434883118,0.6652384996414185
جانبه,0.5965513927595956,0.7065524714333671
جنين,0.5965389758348465,0.6768920421600342
##حيم,0.5965386033058167,0.7094216346740723
العباس,0.5964901447296143,0.6477624177932739
حبها,0.596488512479342,0.6557919153800378
ولمن,0.5964778463045756,0.6649186213811239
ضبط,0.5963781774044037,0.6754593253135681
يمنح,0.5963375866413116,0.6813367009162903
مدار,0.5963355600833893,0.6636991600195566
معان,0.5963336527347565,0.6768783628940582
##اشة,0.5963096883561876,0.6405755546357896
حليف,0.596299831356321,0.6615724308150155
أجمعين,0.5962956994771957,0.6701834201812744
يعجب,0.5962894360224406,0.6877736349900564
باق,0.5962781493480389,0.6603743296403152
ويبلغ,0.596272885799408,0.7009355425834656
خصائص,0.5962426662445068,0.6255330443382263
##راغ,0.596240758895874,0.7015588283538818
بالدور,0.5962226986885071,0.6710466941197714
##وبع,0.5962207615375519,0.720680445432663
العسكر,0.5962041914463043,0.6778149008750916
اسمي,0.5961982011795044,0.6552809476852417
علاء,0.5961977243423462,0.6484044790267944
##نفس,0.5961853861808777,0.6805273294448853
رتب,0.5961354374885559,0.6115616063276926
مصط,0.5961235264937083,0.7061591148376465
##رايا,0.5960946679115295,0.6883497834205627
وشخص,0.596084475517273,0.7009031176567078
متهم,0.5960809588432312,0.6842934489250183
توجد,0.5960800051689148,0.6480381488800049
بقلب,0.5960799285343715,0.6789052741868156
خلط,0.5960070341825485,0.6282251477241516
وأبو,0.5960065060191684,0.6666007339954376
وأحمد,0.5960059421403068,0.6655443821634565
وجرى,0.595987985531489,0.699199895064036
عجوز,0.5959752127528191,0.6881502419710159
يصرف,0.59595947265625,0.6777433633804322
المساء,0.5959592461585999,0.7045741677284241
شارك,0.5959399342536926,0.6659444570541382
نقل,0.5959202468395233,0.6799281775951386
تشرف,0.5959176421165466,0.6648354232311249
##فقه,0.595839778582255,0.6875195503234863
##سته,0.5958316922187805,0.704704999923706
يدعي,0.5957861393690109,0.6555869281291962
الكلم,0.5957244783639908,0.6562670022249222
تقضي,0.5957135319709778,0.7005899786949158
وفخر,0.5956880450248718,0.7102696299552917
إياها,0.5956797259194511,0.6623019916670663
دور,0.5956622958183289,0.6781179904937744
الفاتح,0.5956037640571594,0.6401439309120178
المعت,0.5955665856599808,0.6392555683851242
وخلي,0.5955123782157898,0.6405207961797714
دائما,0.5955100059509277,0.6340221166610718
الساح,0.5955057144165039,0.7201222777366638
أرواح,0.595464160044988,0.6609089622894923
قادر,0.5954633752504984,0.678238054116567
قضيه,0.5954256455103556,0.7053549885749817
وبعض,0.5954037823460319,0.6841893277385018
العامل,0.5953876972198486,0.6722384393215179
مولاي,0.5953873991966248,0.6437842547893524
المائة,0.5953654150168101,0.6313878496487936
##فيضات,0.5953623056411743,0.7001723051071167
شيوخ,0.5953593552112579,0.7223164439201355
عميد,0.5953569071633475,0.6474283678191048
الحيل,0.5952999591827393,0.6244343519210815
نظم,0.595268577337265,0.654791384935379
قطعة,0.5952325463294983,0.6588096022605896
يعيش,0.5951504707336426,0.6665214240550995
ملز,0.5951462984085083,0.6389330625534058
ليكون,0.5951398412386576,0.6886603236198425
تخفي,0.595072736342748,0.6483141382535299
وصدق,0.5950719714164734,0.6518080035845438
قتيلا,0.5950696335898505,0.7016826779754074
رزق,0.5950570361954826,0.6351561376026699
عادل,0.595054974158605,0.6816520392894745
راق,0.5950495269563463,0.6547659834225973
تنفذ,0.5949564576148987,0.7239186763763428
تشتري,0.5949519872665405,0.7065100073814392
أئمة,0.5949321985244751,0.6694782972335815
دائمة,0.5949277579784393,0.6781247854232788
أخيرا,0.59492077678442,0.6791803985834122
الحقائق,0.5949139595031738,0.6899895668029785
بالنفس,0.5948771238327026,0.6659051179885864
نشاط,0.5947616398334503,0.66134312748909
خور,0.594759076833725,0.6569235622882843
المثقف,0.594730019569397,0.6701046398707798
ماليا,0.5946869254112244,0.643895149230957
تطيب,0.5946659247080485,0.687754491964976
سعاد,0.5946521659692129,0.6493966281414032
الشاملة,0.5945901274681091,0.683245062828064
بعضها,0.5945775508880615,0.6483044624328613
##لعه,0.594574972987175,0.6401901394128799
لعبت,0.5945647954940796,0.6699020862579346
يتفق,0.5945637226104736,0.6543269157409668
لبيع,0.5945293068885803,0.6833343029022216
ويرفع,0.5944796800613403,0.6963389664888382
وسط,0.5944056845817369,0.6720653428244836
غيري,0.594396071774619,0.6766653571810041
أمم,0.594346821308136,0.646069124341011
البحار,0.5943406701087952,0.6778926253318787
بينا,0.5943277147081163,0.6855762600898743
دافع,0.5943161249160767,0.6725638508796692
الأخلاق,0.5943155288696289,0.6263478000958761
حية,0.5942985507158133,0.6576586594948401
تحمي,0.5942839582761129,0.6835037469863892
دواء,0.5942735777181738,0.6717515552745146
ملاعب,0.59418785572052,0.6463686227798462
يود,0.5941792385918754,0.6625997849873134
##وعب,0.5941247344017029,0.6354039907455444
صاحب,0.5940354369782113,0.655407708238911
ممكنة,0.5940335243940353,0.6759342700242996
شموع,0.5940238535404205,0.6839289367198944
##دال,0.593961238861084,0.6650772094726562
حولها,0.5939412117004395,0.6636619832780626
والحمد,0.5939370453357696,0.6415243923664093
بالعلم,0.5939364035924276,0.6837634841601054
مرتفع,0.5939350426197052,0.6759738226731619
تسعة,0.5939305027325948,0.6571544607480367
##لندي,0.5939047336578369,0.6817797223726908
مفصل,0.5938757061958313,0.6829124689102173
##قائق,0.5938624441623688,0.6767728626728058
يشاء,0.5938445528348287,0.6528412103652954
طن,0.5937855243682861,0.6821235716342926
يبعث,0.5937246680259705,0.6895700991153717
وقفه,0.5937024056911469,0.7285416126251221
ولكني,0.5936963879145108,0.6576077525432293
دفء,0.5936867594718933,0.7097131013870239
إننا,0.5936699271202087,0.6610119938850403
الحنان,0.5936484336853027,0.6602321267127991
أدنى,0.5936241878403558,0.665692804036317
الانتح,0.5935702919960022,0.6749542057514191
ميتا,0.5935449732674493,0.6467566423945956
##ريج,0.5934919357299805,0.678223478794098
يحمي,0.5934897929430007,0.6902655452489853
بقاء,0.5934850147792271,0.6672593695776803
وابشر,0.5934760769208273,0.7025334040323893
العنق,0.5934617585606046,0.652042806148529
يرضي,0.5933682322502136,0.6730472445487976
داري,0.5933561126391093,0.6738974253336588
لوال,0.593297133843104,0.6462679406007131
نقدم,0.5932934284210205,0.655238926410675
##تة,0.5932822823524475,0.7052634954452515
معك,0.5932606816291809,0.6766276121139526
طيف,0.5932530635281613,0.6563525764565719
تلقي,0.5932467699050903,0.6371597091356913
خلفي,0.5932369112968445,0.6693983197212219
بحرية,0.5932213068008423,0.70281583070755
##ولنا,0.5931851863861084,0.6853126287460327
صنع,0.5931784685920266,0.6566943245775559
قاع,0.5931536436080933,0.6873191952705383
حافظ,0.5931420177221298,0.6563622206449509
الشقيقة,0.5931233631239997,0.6705105106035868
بأفضل,0.5931190848350525,0.6466303765773773
القوي,0.5931044476372855,0.6673438463892255
عاقل,0.5930968798123873,0.659589212674361
إشارات,0.5930843750635783,0.6844563484191895
الرفيع,0.5930515766143799,0.6803884029388427
معاه,0.5930470526218414,0.6721107661724091
وتظهر,0.5930260419845581,0.6236924827098846
##لتقي,0.5930161118507385,0.6177853941917419
بهذا,0.5930144701685224,0.7024789708001273
قصيد,0.5929961800575256,0.6691832542419434
حريم,0.5929584354162216,0.6846561580896378
غفر,0.5929127335548401,0.6906824111938477
غيمه,0.5928603410720825,0.6790577471256256
لجعل,0.592849334081014,0.6770567893981934
.,0.5928338464799818,0.6846829482955125
وينتهي,0.5928263008594513,0.6918339252471923
المصطفى,0.592811107635498,0.6171989440917969
فأمر,0.592806855837504,0.7187599341074625
يهدي,0.5927996734778086,0.6623791555563608
هاد,0.5927329182624816,0.6538327733675638
ربط,0.5927321314811707,0.6513000726699829
يعلن,0.592725396156311,0.697740375995636
عبث,0.5927030046780905,0.6579507887363434
تركيب,0.5926705797513326,0.6675709287325541
كشف,0.5926277978079659,0.6777951461928231
أثبتت,0.5926202237606049,0.6836399435997009
كاملا,0.5926075577735901,0.6815711259841919
قبول,0.5925687104463577,0.6840479224920273
شعلة,0.5925567348798116,0.6638357837994894
مشترك,0.5925028324127197,0.6607932249704996
طلبا,0.5924998819828033,0.6998535394668579
شيخ,0.5924333957108584,0.6465755213390697
الأحمر,0.5924177050590516,0.6673928380012513
شعره,0.592412568628788,0.6482712849974632
أندية,0.5924051801363627,0.6994305849075317
باع,0.5923924783865611,0.6410203417142232
السباق,0.5923919280370077,0.6656506260236105
رحب,0.5923508763313293,0.663416306177775
طويلة,0.5923341512680054,0.6657682657241821
الوزن,0.5923141837120056,0.6604837477207184
##كيك,0.5923005193471909,0.6654487922787666
شخصي,0.5922647515932719,0.6827801664670309
يشكر,0.592225193977356,0.6665172775586446
##ختر,0.5922080874443054,0.6315035820007324
تساقط,0.5922004163265229,0.651534378528595
المنعم,0.5921921968460083,0.6755739212036133
##كنة,0.5921914974848429,0.6493249932924906
##بعد,0.5921851396560669,0.6556277275085449
##لوث,0.5921749770641327,0.6147893369197845
ريان,0.5921466231346131,0.6831657290458679
غيرها,0.5921177430586382,0.6673499291593378
العاقل,0.5921130776405334,0.6734369397163391
عرفته,0.5920965299010277,0.6833008900284767
يبقى,0.5920935884902352,0.635041428239722
مهام,0.5920800924301147,0.7121131420135498
##يانة,0.5919853448867798,0.6718984246253967
##صدق,0.5919780135154724,0.6559256017208099
لدى,0.5919745047246256,0.6742716862309364
وتقد,0.5919499397277832,0.6547113060951233
لواء,0.5919352173805237,0.6791503911926633
مير,0.5919320583343506,0.7000963687896729
فود,0.591928882258279,0.6804714202880859
والعام,0.5919147729873657,0.656023383140564
شريف,0.5919087082147598,0.6872802525758743
قصائد,0.5918354988098145,0.6897082073347909
إنه,0.5918321960112628,0.6633932976161733
تماما,0.5918093323707581,0.6559123396873474
##ثبت,0.591727077960968,0.6458728313446045
مستوى,0.5917189121246338,0.6284595330556234
الجواب,0.5917095988988876,0.7188765108585358
وكذا,0.5917080427919116,0.665924710886819
الأسم,0.5916921496391296,0.6418333947658539
مهاجمة,0.5916844209035238,0.657421867052714
العرس,0.5916707277297973,0.6605493545532226
##برنا,0.5916646917661031,0.6558466752370199
قارب,0.5916301012039185,0.6772834798868965
تبقى,0.5916240910689036,0.6416579534610113
فساد,0.5916000127792358,0.6822883486747742
أحدهم,0.5915629267692566,0.6840029358863831
كثيرون,0.5915381908416748,0.6483299136161804
سامي,0.5914986580610275,0.6893880516290665
ملء,0.5914950867493948,0.6609768321116766
إمام,0.5913949966430664,0.669128413995107
يجتمع,0.5913875699043274,0.681465208530426
الجوانب,0.591360330581665,0.686834990978241
عصابة,0.5913345456123352,0.6401784002780915
تجارب,0.5913275281588236,0.6995694041252136
فهذا,0.5913261969884237,0.6907325387001038
تطلع,0.5913256364209312,0.6600842816489083
بالام,0.591314971446991,0.7046197056770325
يحكي,0.5912768244743347,0.6634675356057974
ونساء,0.5912491381168365,0.6862580478191376
عبيد,0.5912455847630134,0.6570758911279532
وعلى,0.5912344147052083,0.6441587167126792
لنفسي,0.591209165751934,0.688892088830471
مجمل,0.5911646485328674,0.7086975574493408
ابنه,0.5911579728126526,0.6714209914207458
مطلب,0.5911554336547852,0.6863924086093902
رقيب,0.5911513652120318,0.6648150767598834
##قبة,0.5911503195762634,0.6624654054641723
اللبن,0.5911321341991425,0.6698905527591705
الحاضر,0.5910336017608643,0.6750871181488037
كليا,0.5910169780254364,0.72255077958107
صحته,0.5910142660140991,0.6357666850090027
المسرح,0.591005265712738,0.6621647477149963
الحقوق,0.5909848724092756,0.6707147700445992
يتقدم,0.5909241586923599,0.6522179543972015
يقودها,0.5908868312835693,0.6832669774691263
البشر,0.5908828973770142,0.6546769738197327
إمكان,0.5908823013305664,0.7072176337242126
زيف,0.59087735414505,0.6804115772247314
وطن,0.5908704400062561,0.653419804573059
الخيمة,0.5908666253089905,0.6121901273727417
يعترف,0.5908547043800354,0.7051028609275818
تحكي,0.5908348759015402,0.6662530501683553
تمسك,0.5908210158348084,0.6743961811065674
هنالك,0.5908153246749531,0.6732972697778181
لسانه,0.5908049071828524,0.6768819044033686
تنتج,0.5907515406608581,0.6244690895080567
فخرج,0.5907022356987,0.6845556199550629
صالحا,0.5906913677851359,0.6741952697436014
العداء,0.5906886458396912,0.6775519251823425
تجعله,0.5906602740287781,0.6028410792350769
الارتفاع,0.5906596779823303,0.6716946125030517
عواقب,0.5906238555908203,0.6589492133685521
وحضور,0.5906210541725159,0.7500415444374084
عندي,0.5906154261185572,0.6559615784730667
الأدب,0.5906053632497787,0.6527617424726486
الخريف,0.5905693173408508,0.6831613183021545
الجزر,0.5904893477757772,0.6948451896508535
طارق,0.590487825649756,0.6327124238014221
تسير,0.5904691457748413,0.669895076751709
بموقع,0.5904594262441,0.6986898382504781
يعقد,0.5904119372367859,0.6549018383026123
غرد,0.5904022455215454,0.6658790558576584
يخون,0.5903951972723007,0.6333556175231934
ضربة,0.5903664032618204,0.6574164927005768
يمضي,0.5903652807076772,0.6509096523125967
ولقد,0.5903638689606278,0.6606415505762453
يعطيك,0.5903543829917908,0.6590798397858938
تملك,0.5903380811214447,0.622293621301651
##سكر,0.590316653251648,0.6409081220626831
حديد,0.5903065034321376,0.6694267023177374
قتادة,0.590281629562378,0.7027448654174805
قتيل,0.5902536749839783,0.6681587368249893
بائع,0.590247631072998,0.6614347696304321
معالم,0.5902432858943939,0.664020049571991
كلما,0.5902384259871074,0.6468313625880651
الخت,0.5901871919631958,0.6667255759239197
يتدخل,0.590171217918396,0.6601046323776245
الصحيح,0.5901603698730469,0.6535472869873047
قطار,0.5901500582695007,0.6868453621864319
شانه,0.5901484148842948,0.690178666796003
بغية,0.5901455879211426,0.6447429060935974
بالذات,0.5901109576225281,0.6259061098098755
##هاج,0.5900874137878418,0.7064184844493866
##قرام,0.5900628169377645,0.6564875841140747
الزه,0.5900599658489227,0.677500307559967
أبطال,0.5900578282096169,0.6476587978276339
طالب,0.5900315677418428,0.6560381721047794
وآخر,0.5900037984053293,0.6627439823415544
الطيران,0.589980552593867,0.6803345779577891
بعت,0.5899496972560883,0.6574966609477997
بمكان,0.5899035334587097,0.6950497627258301
فينا,0.5898755807142991,0.669940670636984
رهن,0.5898622132482982,0.6763384029978797
##وكي,0.5898491144180298,0.6763570308685303
بحد,0.5898336105876498,0.6478374600410461
##ذاهب,0.5898122787475586,0.6547948122024536
نيته,0.5898096263408661,0.6344386339187622
أصحابه,0.5898072653346591,0.6754577226108975
الزلزال,0.5897592703501383,0.7046306133270264
يؤخذ,0.5897579789161682,0.6328679919242859
المشتاق,0.5897530019283295,0.6105235666036606
يحزن,0.5897483825683594,0.7006889241082328
الحكومة,0.5897032022476196,0.6924342215061188
الأقسام,0.5896985232830048,0.6652143001556396
حصد,0.5896977037191391,0.65362748503685
سلع,0.5896763801574707,0.6724782586097717
عاطف,0.5896429916222891,0.6479097008705139
يكفيني,0.5896334946155548,0.6799405515193939
##اطب,0.589572528998057,0.610166072845459
الحداد,0.5895647183060646,0.676540195941925
متفا,0.5895446836948395,0.6754036694765091
##راجة,0.589533269405365,0.6424274146556854
هادي,0.5895318564246682,0.6632054413066191
الألفاظ,0.5895124673843384,0.647763192653656
الخض,0.5895097255706787,0.677700936794281
المولود,0.5895056128501892,0.6386244297027588
تخلو,0.5894205123186111,0.6156582236289978
صفحات,0.5894142985343933,0.6427794694900513
خالص,0.5894119888544083,0.6895605027675629
فضائل,0.5894094109535217,0.6118425130844116
حادث,0.5894071991954531,0.6550384696040835
الأجيال,0.5893823305765787,0.6763154665629069
يقيم,0.5893559839044299,0.6631731348378318
إطلا,0.5893551111221313,0.675542950630188
الطبعة,0.5893449783325195,0.6827324628829956
التلف,0.5893427530924479,0.6267530620098114
كتبت,0.5893269181251526,0.6594764590263367
لغير,0.5893268670354571,0.6765865342957633
وللش,0.5892806947231293,0.6766540706157684
المثير,0.5892276167869568,0.6855153441429138
مقتنع,0.5891947150230408,0.6516661643981934
باسمه,0.5891850143671036,0.6693015992641449
أفق,0.5891761917334336,0.5967971132351801
غام,0.589156448841095,0.6796595394611359
مهمة,0.5891522407531739,0.6560643553733826
خرق,0.5891321084716103,0.6284037972941543
ونشرت,0.5891122221946716,0.6609573364257812
أعلنت,0.5890636444091797,0.6908816695213318
صديقا,0.5890243053436279,0.6422383785247803
شقه,0.5890034437179565,0.6585946381092072
روس,0.5889909267425537,0.6705774068832397
ينفع,0.5889726628859838,0.6509996453921
##للح,0.5889711380004883,0.6462296446164449
الأجل,0.5889300178079044,0.6644269438350902
أسرة,0.5889220974024605,0.6382599227568683
المبر,0.5889084835847219,0.6620028714338938
لثلاث,0.5888723134994507,0.6575303077697754
كونوا,0.5888721942901611,0.6568593978881836
ساخ,0.588860015074412,0.6937294801076254
وتبين,0.5888186097145081,0.707368016242981
##لجا,0.5887877643108368,0.6696632504463196
حالي,0.5887861847877502,0.654174730181694
بعدهم,0.5887517134348551,0.6449554115533829
الطوي,0.5887410044670105,0.6827062169710795
##رتنا,0.5886607766151428,0.6428002119064331
سليمة,0.5886567234992981,0.6629858613014221
وبج,0.5886365473270416,0.697936624288559
مجرد,0.5886049270629883,0.6439018845558167
##ضان,0.5885934829711914,0.6710566639900207
الخليل,0.588585939258337,0.6305586211383343
متجر,0.5885694026947021,0.6821173429489136
اهتمام,0.588559071222941,0.6921122074127197
يوافق,0.588545948266983,0.6235663592815399
غريبة,0.5885436336199442,0.6819868882497152
##يدات,0.5885215401649475,0.6782675385475159
وعلي,0.5885121574004492,0.6632081270217896
بابك,0.5885076522827148,0.6944698691368103
سكين,0.5884566903114319,0.6725711226463318
بالحديث,0.5884294907251993,0.6590842405954996
تحيا,0.5884280279278755,0.604262225329876
غازي,0.5884277820587158,0.6778818368911743
منهن,0.5884269393152661,0.678207493490643
القيصر,0.5884086688359579,0.7215555906295776
جلسه,0.588401198387146,0.6873916387557983
يدفع,0.5883790169443402,0.6699321440287999
اللات,0.5883614420890808,0.6537102907896042
##دحام,0.5882923454046249,0.6512517184019089
الذهب,0.5882894694805145,0.6795805394649506
##بقى,0.5882824659347534,0.6178894639015198
بيدي,0.5882664322853088,0.6456842091348436
زهره,0.588259756565094,0.6988350749015808
للمقا,0.5882273614406586,0.6666417419910431
منظر,0.5882177889347077,0.6590697407722473
##طفي,0.5881619334220887,0.6243785103162129
مصم,0.5881328463554383,0.7274650931358337
شيطان,0.588117316365242,0.6445748955011368
بعمر,0.5880549550056458,0.6645281116167704
مكة,0.5880419413248698,0.6561937729517618
المقص,0.5880261659622192,0.674137552579244
الدجاج,0.5880235433578491,0.6658552885055542
يريدون,0.5880072712898254,0.6154254674911499
النمل,0.5879777669906616,0.6637676954269409
عدت,0.5879699647426605,0.6345041930675507
فيمن,0.5879667301972707,0.6747078398863474
يضحك,0.5879405566624233,0.6404680694852557
داء,0.5879322253167629,0.6574608907103539
التصحيح,0.5879312753677368,0.6407589912414551
قبائل,0.5879262124790865,0.648502504124361
البحر,0.5879193251023717,0.7075298517380121
خميس,0.5879153460264206,0.6611943244934082
بارك,0.58787602186203,0.6697694659233093
##دران,0.5878509283065796,0.7125948071479797
تاج,0.5878495303067294,0.6319532773711465
وتعلم,0.5878059417009354,0.6551060229539871
بوغ,0.5877610445022583,0.6919537782669067
يدين,0.5877588987350464,0.6852162480354309
مقياس,0.5877344012260437,0.6346082091331482
##شآت,0.5877326726913452,0.6809179782867432
الجهد,0.5877298538883527,0.6651006986697515
يعين,0.5877090096473694,0.6817519068717957
##شرع,0.587707002957662,0.6714888612429301
افب,0.5876650214195251,0.6888291835784912
حينما,0.5876643260320028,0.6640602151552836
أخلاق,0.5876417944305822,0.6249600648880005
عسل,0.587611266544887,0.6352980903216771
